0.0048, -9.0E-4, 0.01, -0.0070, 1.8E-4, -3.0E-4
-0.0059, 8.0E-4, 0.0090, -0.014, -3.0E-5, 2.0E-4
0.0045, 3.0E-4, 0.0050, -0.024, 2.2E-4, -1.0E-4
0.0077, 5.0E-4, 0.0030, -0.0070, 4.0E-5, -1.0E-4
0.0056, 0.0018, 0.0050, 0.011, -1.2E-4, -2.0E-4
0.0055, 1.0E-4, 0.01, 0.013, 9.0E-5, -3.0E-4
-3.0E-4, 5.0E-4, 0.012, 0.027, -1.3E-4, -1.0E-4
0.0033, 2.0E-4, 0.0060, 0.028, 1.0E-5, -1.0E-4
-0.0051, 7.0E-4, 0.0060, -0.01, 7.0E-5, 2.0E-4
0.0090, 0.0012, 0.0040, 0.0040, 1.4E-4, -2.0E-4
-0.0042, 0.0028, 0.018, 0.024, -1.9E-4, 1.0E-4
0.0039, -7.0E-4, 0.0090, 0.0070, 1.3E-4, -1.0E-4
-0.0051, 7.0E-4, 0.0080, -0.01, 7.0E-5, 1.0E-4
0.0055, 0.0025, 0.0050, -0.0020, 3.0E-5, -2.0E-4
2.0E-4, 0.0019, 0.01, 0.01, -1.6E-4, -1.0E-4
-0.0045, 0.0021, 0.013, 0.0050, -1.8E-4, 3.0E-4
0.0040, 4.0E-4, 0.01, -0.0080, 1.7E-4, -2.0E-4
0.0039, 7.0E-4, 0.01, 0.011, -4.0E-5, -1.0E-4
-0.0047, 9.0E-4, 0.011, 0.0080, -1.1E-4, 2.0E-4
-7.0E-4, 6.0E-4, 0.01, -0.01, 1.0E-4, 1.0E-4
0.0031, -5.0E-4, 0.0060, -0.0070, 1.4E-4, -2.0E-4
-0.0030, 0.0010, 0.0060, -0.012, 0.0, 1.0E-4
0.0068, 6.0E-4, 0.0040, 0.0040, 7.0E-5, -1.0E-4
-0.0071, 4.0E-4, 0.012, 0.0010, -7.0E-5, 2.0E-4
-0.0052, 6.0E-4, 0.011, -0.013, 1.8E-4, 1.0E-4
0.0065, 5.0E-4, 0.0090, -0.0080, 1.6E-4, -1.0E-4
0.0080, 0.0029, 0.011, 0.0050, 3.0E-5, -1.0E-4
-0.0077, 0.0, 0.015, 0.0070, -8.0E-5, 2.0E-4
-0.0112, 4.0E-4, 0.02, -0.0090, -1.1E-4, 6.0E-4
0.0065, 0.0011, 0.013, -0.0060, 0.0, -1.0E-4
0.0045, 4.0E-4, 0.012, 0.01, -9.0E-5, -3.0E-4
-0.0048, 3.0E-4, 0.016, 0.011, -2.8E-4, 5.0E-4
0.0043, -5.0E-4, 0.013, -0.0030, 3.0E-5, -2.0E-4
-0.0037, 0.0016, 0.015, 0.0, -1.1E-4, 1.0E-4
-0.0036, 0.0016, 0.016, -0.01, 3.0E-5, 2.0E-4
0.0051, 0.0018, 0.01, -0.0050, 1.0E-4, -2.0E-4
0.0021, 0.0033, 0.019, 0.01, -1.4E-4, -1.0E-4
-0.0054, -3.0E-4, 0.017, 0.0050, -2.3E-4, 4.0E-4
-0.0012, 1.0E-4, 0.014, -0.01, 2.0E-4, 2.0E-4
0.0047, -9.0E-4, 0.01, -0.0060, 2.7E-4, -2.0E-4
0.0084, 0.0014, 0.011, 0.018, 3.0E-5, -1.0E-4
0.0071, -2.0E-4, 0.013, 0.033, -9.0E-5, -1.0E-4
0.0021, 0.0, 0.011, 0.046, -2.0E-4, -1.0E-4
-0.0056, 4.0E-4, 0.011, 0.041, -2.6E-4, 2.0E-4
-9.0E-4, 4.0E-4, 0.0070, -0.0090, 1.8E-4, -1.0E-4
0.0045, 0.0022, 0.01, -0.0040, 2.0E-4, -1.0E-4
0.0063, 0.0017, 0.013, 0.012, 1.0E-5, -1.0E-4
0.0042, 9.0E-4, 0.015, 0.031, -8.0E-5, -1.0E-4
-0.0068, -5.0E-4, 0.011, 0.015, -6.0E-5, 1.0E-4
0.0, -4.0E-4, 0.0020, -0.0090, 1.2E-4, 1.0E-4
0.0027, 0.0022, 0.0050, -0.0070, 1.3E-4, -2.0E-4
-0.0042, 0.0035, 0.016, -0.0070, -1.7E-4, 1.0E-4
0.0052, -0.0016, 0.0020, -0.0090, 5.0E-5, 1.0E-4
0.0069, 0.0023, 0.0050, 0.0050, 6.0E-5, -2.0E-4
0.0052, 0.0025, 0.01, 0.024, -1.0E-4, -1.0E-4
-0.0049, 7.0E-4, 0.016, 0.017, -6.0E-5, 1.0E-4
-0.0043, 6.0E-4, 0.01, -0.0020, -6.0E-5, 1.0E-4
0.0035, 0.0017, 0.011, 0.012, -5.0E-5, -1.0E-4
0.0035, -2.0E-4, 0.012, -0.0090, 1.7E-4, -2.0E-4
-0.0039, 0.0015, 0.0080, -0.011, 0.0, 1.0E-4
0.0059, 4.0E-4, 0.0090, 0.015, -2.0E-5, -1.0E-4
-0.0036, 7.0E-4, 0.01, 0.021, -1.6E-4, -1.0E-4
-0.0066, -5.0E-4, 0.0080, 0.012, -1.5E-4, 3.0E-4
-0.0018, 8.0E-4, 0.0020, -0.01, 1.4E-4, 1.0E-4
0.0047, 0.0021, 0.0060, -0.0060, 2.2E-4, -2.0E-4
-0.0049, -0.0011, 0.0090, 0.022, -1.4E-4, 3.0E-4
0.0023, -8.0E-4, 0.0010, 0.011, 1.5E-4, -2.0E-4
-0.0056, 0.0017, 0.016, 0.0040, -4.0E-5, 1.0E-4
-0.0042, -2.0E-4, 0.013, -0.013, 7.0E-5, 1.0E-4
0.0070, -6.0E-4, 0.0070, -0.0050, 1.3E-4, -1.0E-4
0.0057, 0.0016, 0.0090, 0.017, -9.0E-5, -1.0E-4
-0.0075, -1.0E-4, 0.01, -0.013, 4.0E-5, 1.0E-4
-0.0042, 7.0E-4, 0.0090, -0.03, 1.8E-4, 1.0E-4
0.0071, 0.0018, 0.0070, -0.022, 1.8E-4, 1.0E-4
0.0104, 0.0043, 0.014, -0.0030, 1.1E-4, -2.0E-4
0.0057, 9.0E-4, 0.02, 0.025, -2.2E-4, -1.0E-4
-0.0059, 0.0057, 0.0050, 0.0050, -1.5E-4, 2.0E-4
0.0046, 1.0E-4, 0.016, -0.013, 2.9E-4, 1.0E-4
0.0088, -0.0025, 0.013, -0.0040, 3.1E-4, -2.0E-4
0.0101, -0.0013, 0.0090, 0.016, -4.0E-5, -2.0E-4
4.0E-4, -8.0E-4, 0.0040, 0.037, -3.4E-4, 1.0E-4
-0.0048, 8.0E-4, 0.0050, 0.029, -1.3E-4, 2.0E-4
-0.0048, 0.0051, 0.01, 0.021, -2.0E-4, 1.0E-4
-0.0066, -5.0E-4, 0.01, 0.0070, -3.0E-5, 2.0E-4
0.0039, 0.0021, 0.01, -0.0070, 1.4E-4, -2.0E-4
-0.0022, 0.0031, 0.0060, -0.011, -4.0E-5, 2.0E-4
0.0073, 0.0026, 0.0070, 0.0060, 3.0E-5, -1.0E-4
-0.0075, -0.0016, 0.0070, 0.014, -2.0E-4, 3.0E-4
0.0049, -0.0019, 0.0030, 0.014, -9.0E-5, -3.0E-4
-0.0084, 0.0024, 0.01, 0.0050, -2.2E-4, 2.0E-4
-0.0088, -3.0E-4, 0.0080, -0.013, 6.0E-5, 2.0E-4
0.0056, 0.0035, 0.012, -0.026, 3.1E-4, -2.0E-4
0.0044, 0.0, 0.017, 0.012, -1.0E-4, 1.0E-4
-0.0056, 0.0026, 0.0020, 0.0080, -1.2E-4, 2.0E-4
0.0034, 0.0016, 0.012, -0.0070, 1.5E-4, -2.0E-4
-0.0026, -0.0014, 0.0050, -0.011, 3.0E-5, 1.0E-4
0.0055, 0.0029, 0.0050, -0.0020, 1.1E-4, -4.0E-4
-0.0050, 6.0E-4, 0.016, 0.0, -2.0E-4, 3.0E-4
0.0038, 0.0014, 0.0060, -0.0070, 1.0E-4, -2.0E-4
0.0035, -2.0E-4, 0.0, 0.01, 6.0E-5, -3.0E-4
-0.0098, -3.0E-4, 0.01, -0.013, -1.1E-4, 1.0E-4
-0.0082, 0.0, 0.0090, -0.03, 2.1E-4, 3.0E-4
0.0112, 0.0014, 0.016, -0.0020, 8.0E-5, -1.0E-4
0.0089, -0.0033, 0.013, 0.034, -1.9E-4, -2.0E-4
0.0023, -0.0015, 0.0090, 0.046, -3.6E-4, -2.0E-4
-0.0075, -0.0011, 0.0060, 0.041, -5.1E-4, 4.0E-4
0.0062, -0.0013, 0.016, 0.013, 1.2E-4, -3.0E-4
-0.0067, -0.0015, 0.011, 0.018, -2.2E-4, 3.0E-4
0.0064, -0.0012, 0.0, 0.013, 9.0E-5, -4.0E-4
-0.0089, 0.0049, 0.012, 0.0090, -2.5E-4, 2.0E-4
0.0070, -6.0E-4, 0.012, -0.014, 3.2E-4, -1.0E-4
0.0101, -5.0E-4, 0.011, 0.0, 1.4E-4, -1.0E-4
0.0105, -2.0E-4, 0.0090, 0.023, -3.0E-5, -3.0E-4
0.0011, -0.0013, 0.0030, 0.044, -3.5E-4, -3.0E-4
-0.0072, -9.0E-4, 0.0020, 0.04, -5.8E-4, 4.0E-4
0.0034, -7.0E-4, 0.0090, -0.0070, 3.0E-5, -2.0E-4
-0.0038, 0.0039, 0.013, -0.0060, -1.6E-4, 1.0E-4
0.0068, -0.0011, 0.011, -0.0090, 1.6E-4, -1.0E-4
0.0066, -9.0E-4, 0.0070, 0.012, -5.0E-5, -3.0E-4
-0.0072, -0.0025, 0.0070, 0.0060, -1.1E-4, 2.0E-4
-0.0037, -5.0E-4, 0.0030, -0.011, 2.1E-4, 1.0E-4
0.0064, 7.0E-4, 0.0020, -0.0060, 2.2E-4, -4.0E-4
-0.0067, -2.0E-4, 0.0080, 0.0040, -3.9E-4, 4.0E-4
0.0029, -9.0E-4, -0.0010, -0.0080, 2.8E-4, -1.0E-4
0.0070, 0.0040, 0.0060, 0.0030, 1.6E-4, -2.0E-4
-0.0045, 0.0025, 0.019, 0.018, -2.2E-4, 3.0E-4
-0.0031, 0.0015, 0.011, -0.012, 0.0, 1.0E-4
0.0044, 3.0E-4, 0.0090, 0.015, -6.0E-5, -1.0E-4
-0.0076, 7.0E-4, 0.0090, -0.014, -1.0E-5, 2.0E-4
0.0049, 0.0011, 0.01, -0.024, 2.1E-4, -2.0E-4
5.0E-4, -0.0017, 0.0030, -0.0090, 1.5E-4, 1.0E-4
0.0039, 0.0020, 0.0050, -0.0050, 1.8E-4, -2.0E-4
0.0034, 0.0, 0.0090, 0.01, -4.0E-5, -2.0E-4
-0.0057, 8.0E-4, 0.01, 0.0050, -1.5E-4, 2.0E-4
-0.0051, 0.0014, 0.012, -0.013, 7.0E-5, 2.0E-4
0.0045, -0.0010, 0.0080, -0.013, 4.0E-5, -1.0E-4
-5.0E-4, 0.0028, 0.015, -0.01, 3.0E-5, 1.0E-4
0.0038, 0.0013, 0.017, -0.0060, 1.5E-4, -1.0E-4
0.0049, 0.0016, 0.019, 0.0040, 2.0E-5, 1.0E-4
0.0053, -0.0011, 0.016, 0.013, 1.0E-5, -1.0E-4
0.0036, -0.0028, 0.0090, 0.027, -7.0E-5, -1.0E-4
-0.0011, -0.0018, 0.0030, 0.031, -2.3E-4, -1.0E-4
-0.0111, 0.0012, 0.0020, -0.017, -4.0E-5, 2.0E-4
-0.0096, 0.0020, 0.0040, -0.034, 1.7E-4, 1.0E-4
-0.0048, 0.0018, 0.0060, -0.047, 2.8E-4, 1.0E-4
0.0093, 0.0014, 0.0070, -0.038, 3.0E-4, -2.0E-4
0.0055, 1.0E-4, 0.021, -0.02, 2.1E-4, -1.0E-4
0.0088, -2.0E-4, 0.017, 0.012, -1.0E-5, -3.0E-4
-0.0075, 0.0026, 0.014, 0.019, -1.5E-4, 3.0E-4
-0.0042, 0.0017, 0.018, -0.01, 1.2E-4, 1.0E-4
2.0E-4, 8.0E-4, 0.02, -0.0090, -7.0E-5, 3.0E-4
-0.0011, 4.0E-4, 0.0090, -0.01, 1.0E-5, 1.0E-4
-0.0020, 0.0016, 0.022, -0.016, 6.0E-5, 1.0E-4
-5.0E-4, 0.0013, 0.012, -0.01, -1.0E-5, 1.0E-4
0.0019, 7.0E-4, 0.013, 0.011, -4.0E-5, -1.0E-4
-0.0037, 2.0E-4, 0.012, 0.0070, -1.1E-4, 3.0E-4
0.0055, 0.0, 0.0090, 0.014, 7.0E-5, -2.0E-4
-0.0038, -1.0E-4, 0.011, 0.024, -1.7E-4, 1.0E-4
-0.0060, 0.0023, 0.0070, -0.011, 5.0E-5, 1.0E-4
0.0055, 0.0020, 0.019, -0.013, 1.4E-4, -1.0E-4
-0.0037, 0.0032, 0.015, 0.017, -9.0E-5, 1.0E-4
0.0054, 0.0011, 0.019, 0.024, 0.0, -2.0E-4
-0.0038, -1.0E-4, 0.016, 0.032, -2.9E-4, 1.0E-4
-0.0102, -9.0E-4, 0.012, 0.011, -1.6E-4, 2.0E-4
-0.0094, -3.0E-4, 0.013, -0.01, 2.1E-4, 1.0E-4
0.0076, 0.0020, 0.0040, -0.0070, 9.0E-5, -1.0E-4
0.0070, 0.0019, 0.0060, 0.01, -7.0E-5, -1.0E-4
-0.0043, -6.0E-4, 0.0090, 0.018, -1.2E-4, 2.0E-4
4.0E-4, 0.0034, 0.019, 0.01, -5.0E-5, -1.0E-4
0.0041, -0.0037, -0.0010, 0.01, 1.7E-4, -1.0E-4
0.0057, 0.0032, -0.0030, 0.016, 1.0E-4, -2.0E-4
0.0030, 0.0037, 0.0070, 0.031, -1.4E-4, -1.0E-4
-0.0039, -3.0E-4, 0.012, 0.023, -5.0E-5, 1.0E-4
-0.0033, -6.0E-4, 0.0020, -0.011, 1.0E-5, 2.0E-4
0.0045, 0.0031, 0.0070, -0.0070, 8.0E-5, -1.0E-4
0.0028, -0.0018, 0.017, 0.011, 1.0E-5, -1.0E-4
-0.0037, -6.0E-4, 0.0070, 0.0050, -4.0E-5, 2.0E-4
0.0022, 0.0, 0.012, 0.01, 1.0E-5, -1.0E-4
-5.0E-4, 8.0E-4, 0.012, -0.01, 8.0E-5, 1.0E-4
0.0028, 1.0E-4, 0.01, -0.0070, 1.2E-4, -2.0E-4
-0.0044, 2.0E-4, 0.012, -0.011, 1.0E-5, 2.0E-4
-0.0034, 0.0014, 0.013, 0.0080, -7.0E-5, 1.0E-4
0.0055, 0.0011, 0.0080, -0.0020, 8.0E-5, -2.0E-4
-0.0040, -0.0015, 0.011, 0.0070, -9.0E-5, 3.0E-4
0.0065, 0.0017, 0.0060, 0.013, 1.5E-4, -2.0E-4
-0.0089, 0.0026, 0.015, 0.0050, -9.0E-5, 2.0E-4
-0.0051, -0.0020, 0.011, -0.013, 2.4E-4, 2.0E-4
0.0061, -0.0026, -0.0020, -0.012, 2.9E-4, -1.0E-4
0.0104, 9.0E-4, -0.0010, 0.013, 3.0E-5, -1.0E-4
0.0040, 0.0024, 0.0050, 0.046, -1.9E-4, -1.0E-4
0.0, -0.0017, 0.01, 0.032, -3.0E-5, -2.0E-4
-0.0037, 0.0025, 0.014, 0.028, -1.5E-4, 1.0E-4
-0.0035, 4.0E-4, 0.014, 0.026, -1.2E-4, 1.0E-4
-0.0078, 0.0, 0.0040, -0.012, -8.0E-5, 2.0E-4
-0.0047, 0.0015, 0.0050, -0.031, 1.7E-4, 2.0E-4
0.0075, 0.0021, 0.011, -0.025, 2.2E-4, -3.0E-4
-0.0085, -0.0015, 0.0070, -0.0090, -1.9E-4, 4.0E-4
0.0057, 0.0022, 0.0060, -0.025, 2.3E-4, -2.0E-4
0.0076, 0.0024, 0.011, -0.0040, 1.0E-5, -2.0E-4
-0.0074, 2.0E-4, 0.0090, 0.0030, -2.6E-4, 1.0E-4
-0.01, 0.0021, 0.011, -0.015, -7.0E-5, 1.0E-4
-0.0090, 0.0018, 0.013, -0.032, 1.0E-4, 3.0E-4
0.0077, -2.0E-4, 0.0080, -0.041, 4.3E-4, -3.0E-4
0.0119, 4.0E-4, 0.0070, -0.0060, -1.0E-5, -2.0E-4
0.0077, 0.0034, 0.012, 0.013, -2.9E-4, -4.0E-4
6.0E-4, -0.0019, 0.014, 0.01, 2.1E-4, -2.0E-4
-0.0041, 9.0E-4, 0.0010, 0.0050, -1.1E-4, 1.0E-4
-0.0020, 0.0025, 0.0070, -0.013, 9.0E-5, 1.0E-4
0.0085, -8.0E-4, 0.0060, 0.016, 6.0E-5, -1.0E-4
0.0063, 0.0016, 0.0070, 0.033, -1.5E-4, -1.0E-4
-0.0093, -2.0E-4, 0.0090, 0.014, -9.0E-5, 2.0E-4
-0.0053, 2.0E-4, 0.0060, -0.012, 2.2E-4, 1.0E-4
0.0059, -2.0E-4, 0.0090, -0.011, 2.4E-4, -2.0E-4
0.0069, 4.0E-4, 0.0080, 0.016, -3.0E-5, -1.0E-4
0.0037, 0.0027, 0.012, 0.026, -1.8E-4, -1.0E-4
0.0010, -0.0028, 0.01, 0.029, -2.4E-4, -1.0E-4
-0.0076, -0.0016, 0.0050, 0.021, -3.0E-4, 2.0E-4
-0.0098, 0.0030, 0.0090, -0.0020, -1.0E-5, 1.0E-4
-0.0052, 0.0016, 0.011, -0.029, 1.7E-4, 1.0E-4
0.0039, 4.0E-4, 0.0090, -0.032, 2.4E-4, -1.0E-4
0.0054, 6.0E-4, 0.0080, 0.011, -6.0E-5, -1.0E-4
-0.0055, 0.0, 0.0080, 0.013, -1.8E-4, 2.0E-4
-0.0022, 6.0E-4, 0.0070, -0.013, 1.1E-4, 2.0E-4
0.0052, 0.0012, 0.0080, -0.0080, 1.9E-4, -2.0E-4
0.0047, 0.0016, 0.012, 0.012, -7.0E-5, -2.0E-4
-0.0039, -9.0E-4, 0.0090, 0.014, -1.8E-4, 3.0E-4
0.0042, -6.0E-4, 0.0090, -0.0080, 1.7E-4, -3.0E-4
-0.0054, 0.0013, 0.012, -0.0070, -1.9E-4, 2.0E-4
0.0085, -0.0018, 0.0080, -0.0050, 1.8E-4, -1.0E-4
0.0092, -7.0E-4, 0.0060, 0.012, -3.0E-5, -3.0E-4
0.0019, 0.0021, 0.0080, 0.03, -2.9E-4, 1.0E-4
-0.0063, -0.0023, 0.0090, 0.023, -1.9E-4, 3.0E-4
-0.0088, 0.0044, 0.011, 0.0040, -1.7E-4, 2.0E-4
0.0075, -0.0010, 0.013, -0.024, 4.1E-4, -2.0E-4
0.01, -3.0E-4, 0.01, 0.0020, -1.0E-5, -1.0E-4
0.0079, 0.0039, 0.013, 0.021, -2.5E-4, -1.0E-4
-0.0048, -9.0E-4, 0.014, 0.025, -1.5E-4, 2.0E-4
0.0041, -0.0024, -0.0030, 0.016, 1.0E-4, -2.0E-4
0.0017, 0.0036, 0.0010, 0.035, -1.0E-4, -2.0E-4
-0.0036, 0.0054, 0.012, 0.033, -2.5E-4, 1.0E-4
0.0063, -0.0018, 0.01, -0.012, 3.3E-4, -3.0E-4
-0.0021, 1.0E-4, 0.0080, -0.01, 0.0, 2.0E-4
0.0042, 0.0028, 0.01, -0.0070, 1.4E-4, -2.0E-4
4.0E-4, -0.0011, 0.013, 0.0090, -1.0E-5, -2.0E-4
-0.0071, 4.0E-4, 0.0040, -0.016, -7.0E-5, 2.0E-4
-0.0055, 0.0032, 0.0070, -0.032, 1.2E-4, 1.0E-4
0.0060, 0.0017, 0.014, -0.032, 2.2E-4, 1.0E-4
0.0105, -0.0020, 0.011, -0.016, 2.0E-4, -3.0E-4
-0.0057, 0.0018, 0.0010, 0.01, -3.0E-4, 2.0E-4
0.0047, -9.0E-4, 0.0040, -0.0050, 2.0E-5, -1.0E-4
2.0E-4, 0.0021, 0.01, 0.01, -1.0E-4, -2.0E-4
-0.0048, 0.0011, 0.011, 0.0060, -2.9E-4, 4.0E-4
-0.0016, 0.0012, 0.014, -0.01, -1.0E-5, 2.0E-4
0.0053, -7.0E-4, 0.011, -0.0070, 2.7E-4, -4.0E-4
0.0039, 0.0010, 0.012, 0.012, -1.1E-4, 1.0E-4
-0.0072, 0.0027, 0.0070, 0.0050, -1.7E-4, 2.0E-4
0.0055, -0.0011, 0.011, -0.03, 2.4E-4, -3.0E-4
0.0012, 0.0, 0.0080, 0.011, -3.0E-5, -1.0E-4
-0.0040, 3.0E-4, 0.0070, 0.0050, -1.0E-4, 1.0E-4
0.0046, -3.0E-4, 0.0060, -0.0070, 2.0E-4, -3.0E-4
0.0030, 2.0E-4, 0.0040, 0.011, -9.0E-5, -1.0E-4
-0.0048, 0.0035, 0.014, 0.0090, -2.0E-4, 3.0E-4
0.0056, 0.0025, 0.0080, 0.011, 3.0E-5, -2.0E-4
-0.0042, 2.0E-4, 0.01, 0.016, -8.0E-5, 1.0E-4
-0.0030, 0.0035, 0.0090, -0.01, -3.0E-5, 2.0E-4
0.0049, -1.0E-4, 0.013, -0.0070, 1.1E-4, -3.0E-4
0.0026, 0.0020, 0.0060, -0.0070, 1.1E-4, -2.0E-4
-0.0024, 0.0022, 0.0050, -0.012, -1.0E-5, 1.0E-4
-0.0036, 0.0017, 0.011, -0.032, 1.1E-4, 1.0E-4
0.0078, -0.0015, 0.0090, -0.0030, 2.0E-5, -1.0E-4
0.0057, -0.0011, 0.0060, 0.012, -1.2E-4, -1.0E-4
0.0047, 9.0E-4, 0.0090, -0.023, 2.0E-5, -1.0E-4
0.0032, 0.0011, 0.012, -0.0070, -6.0E-5, -1.0E-4
-0.0048, 0.0015, 0.018, -0.012, -1.0E-4, 2.0E-4
0.0064, 0.0, 0.015, -0.0050, 6.0E-5, -1.0E-4
0.0063, -0.0020, 0.01, 0.016, -4.0E-5, -1.0E-4
-0.0070, -0.0010, 0.0080, 0.013, -8.0E-5, 1.0E-4
0.0035, 0.0010, 0.0060, -0.0020, 6.0E-5, -1.0E-4
0.0022, 0.0012, 0.01, 0.011, -6.0E-5, -1.0E-4
-0.0040, -2.0E-4, 0.014, 0.0050, -8.0E-5, 2.0E-4
0.0029, 0.0018, 0.0070, -0.0060, 7.0E-5, -1.0E-4
-0.0022, -6.0E-4, 0.01, -0.013, 2.0E-5, 1.0E-4
0.0045, 4.0E-4, 0.0020, -0.0050, 6.0E-5, -2.0E-4
-0.0021, 4.0E-4, 0.0080, -0.01, 4.0E-5, 1.0E-4
0.0033, 0.0022, 0.014, -0.0060, 7.0E-5, -1.0E-4
-0.0041, -4.0E-4, 0.012, -0.015, -1.0E-5, 1.0E-4
-0.0029, -6.0E-4, 0.01, -0.022, 9.0E-5, 1.0E-4
0.0066, 0.0011, 0.0020, -0.0020, 4.0E-5, -1.0E-4
-0.0070, 2.0E-4, 0.016, 0.0050, -7.0E-5, 2.0E-4
